X147;Y370,X110;Y370,X70;Y370,X30;Y370,X-10;Y370,X-50;Y370,X-90;Y370,X-120;Y370,
X147;Y330,X110;Y330,X70;Y330,X30;Y330,X-10;Y330,X-50;Y330,X-90;Y330,X-120;Y330,
X145;Y300,X110;Y300,X70;Y300,X30;Y300,X-10;Y300,X-50;Y300,X-90;Y300,X-120;Y300,
X145;Y270,X110;Y270,X70;Y270,X30;Y270,X-10;Y270,X-50;Y270,X-90;Y270,X-120;Y270,
X145;Y240,X110;Y240,X70;Y240,X30;Y240,X-10;Y240,X-50;Y240,X-90;Y240,X-120;Y240,
X145;Y210,X110;Y210,X70;Y210,X30;Y210,X-10;Y210,X-50;Y210,X-90;Y210,X-120;Y210,
X145;Y175,X110;Y175,X70;Y175,X30;Y175,X-10;Y175,X-50;Y175,X-90;Y180,X-120;Y180,
X145;Y135,X110;Y135,X70;Y135,X30;Y135,X-10;Y135,X-50;Y135,X-90;Y135,X-120;Y135,
